Día,Valor,Drawdown,Régimen,Sharpe252,Efectivo
3576,53294.28,0.00,EXPANSION,0.68,29.8
3577,53528.32,0.00,EXPANSION,0.68,29.8
3578,53336.97,-0.36,EXPANSION,0.60,29.8
3579,53350.96,-0.33,EXPANSION,0.60,29.8
3580,53412.69,-0.22,EXPANSION,0.60,29.8
3581,53598.92,0.00,EXPANSION,0.65,29.8
3582,53327.30,-0.51,EXPANSION,0.63,29.8
3583,53764.43,0.00,EXPANSION,0.77,29.8
3584,53896.21,0.00,EXPANSION,0.75,29.8
3585,53803.10,-0.17,EXPANSION,0.74,29.8
3586,53814.61,-0.15,EXPANSION,0.74,29.8
3587,53873.02,-0.04,EXPANSION,0.74,29.8
3588,53623.03,-0.51,EXPANSION,0.67,29.8
3589,53554.71,-0.63,EXPANSION,0.62,29.8
3590,53755.75,-0.26,EXPANSION,0.69,29.8
3591,54127.62,0.00,EXPANSION,0.87,29.8
3592,54281.46,0.00,EXPANSION,0.89,0.0
3593,54275.67,-0.01,EXPANSION,0.89,0.0
3594,54394.76,0.00,EXPANSION,0.92,0.0
3595,54652.30,0.00,EXPANSION,0.98,0.0
3596,54655.26,0.00,EXPANSION,0.90,0.0
3597,54947.61,0.00,EXPANSION,0.83,0.0
3598,55243.89,0.00,EXPANSION,0.76,0.0
3599,55180.99,-0.11,EXPANSION,0.79,0.0
3600,55176.45,-0.12,EXPANSION,0.79,0.0
3601,55130.61,-0.21,EXPANSION,0.73,0.0
3602,55243.38,-0.00,EXPANSION,0.70,0.0
3603,55407.00,0.00,EXPANSION,0.77,0.0
3604,55688.79,0.00,EXPANSION,0.83,0.0
3605,55725.73,0.00,EXPANSION,0.89,0.0
3606,55541.39,-0.33,EXPANSION,0.87,0.0
3607,55563.94,-0.29,EXPANSION,0.88,0.0
3608,55672.33,-0.10,EXPANSION,0.90,0.0
3609,55355.49,-0.66,EXPANSION,0.76,0.0
3610,55273.77,-0.81,EXPANSION,0.68,0.0
3611,55078.83,-1.16,EXPANSION,0.65,0.0
3612,54521.75,-2.16,EXPANSION,0.46,0.0
3613,53934.01,-3.22,EXPANSION,0.35,0.0
3614,53876.14,-3.32,EXPANSION,0.36,0.0
3615,54000.23,-3.10,EXPANSION,0.37,0.0
3616,54792.12,-1.68,EXPANSION,0.61,0.0
3617,54784.77,-1.69,EXPANSION,0.63,0.0
3618,55101.97,-1.12,EXPANSION,0.64,0.0
3619,55479.11,-0.44,EXPANSION,0.69,0.0
3620,55476.86,-0.45,EXPANSION,0.61,0.0
3621,55463.14,-0.47,EXPANSION,0.62,0.0
3622,55667.94,-0.10,EXPANSION,0.64,0.0
3623,55385.97,-0.61,EXPANSION,0.61,0.0
3624,56083.91,0.00,EXPANSION,0.69,0.0
3625,56395.08,0.00,EXPANSION,0.67,0.0
3626,55792.76,-1.07,EXPANSION,0.62,0.0
3627,55584.42,-1.44,EXPANSION,0.56,0.0
3628,55591.17,-1.43,EXPANSION,0.56,0.0
3629,55588.39,-1.43,EXPANSION,0.55,0.0
3630,55600.31,-1.41,EXPANSION,0.62,0.0
3631,54629.97,-3.13,EXPANSION,0.53,0.0
3632,54650.67,-3.09,EXPANSION,0.41,0.0
3633,54496.31,-3.37,EXPANSION,0.47,0.0
3634,55880.88,-0.91,EXPANSION,0.64,0.0
3635,55770.96,-1.11,EXPANSION,0.63,0.0
3636,55628.99,-1.36,EXPANSION,0.58,0.0
3637,55227.31,-2.07,EXPANSION,0.51,0.0
3638,55651.71,-1.32,EXPANSION,0.60,0.0
3639,55479.38,-1.62,EXPANSION,0.82,0.0
3640,55980.47,-0.74,EXPANSION,0.92,0.0
3641,55328.29,-1.89,EXPANSION,0.78,0.0
3642,55359.37,-1.84,EXPANSION,0.79,0.0
3643,55314.81,-1.92,EXPANSION,0.81,0.0
3644,55394.23,-1.77,EXPANSION,0.78,0.0
3645,55502.43,-1.58,EXPANSION,0.72,0.0
3646,55810.52,-1.04,EXPANSION,0.75,0.0
3647,55728.16,-1.18,EXPANSION,0.77,0.0
3648,56085.01,-0.55,EXPANSION,0.88,0.0
3649,56051.88,-0.61,EXPANSION,0.86,0.0
3650,56125.39,-0.48,EXPANSION,0.89,0.0
3651,56667.80,0.00,EXPANSION,1.03,0.0
3652,56798.52,0.00,EXPANSION,1.05,0.0
3653,57237.41,0.00,EXPANSION,1.10,0.0
3654,57783.77,0.00,EXPANSION,1.08,0.0
3655,57732.32,-0.09,EXPANSION,0.99,0.0
3656,57721.11,-0.11,EXPANSION,0.98,0.0
3657,57680.77,-0.18,EXPANSION,0.98,0.0
3658,58649.51,0.00,EXPANSION,0.99,0.0
3659,58596.56,-0.09,EXPANSION,1.13,0.0
3660,58495.71,-0.26,EXPANSION,1.16,0.0
3661,59052.04,0.00,EXPANSION,1.26,0.0
3662,59595.50,0.00,EXPANSION,1.39,0.0
3663,59598.04,0.00,EXPANSION,1.39,0.0
3664,59566.07,-0.05,EXPANSION,1.38,0.0
3665,59936.46,0.00,EXPANSION,1.46,0.0
3666,59840.26,-0.16,EXPANSION,1.40,0.0
3667,59491.71,-0.74,EXPANSION,1.23,0.0
3668,59138.80,-1.33,EXPANSION,1.18,0.0
3669,59209.20,-1.21,EXPANSION,1.08,0.0
3670,59206.71,-1.22,EXPANSION,1.08,0.0
3671,59403.37,-0.89,EXPANSION,1.15,0.0
3672,59948.60,0.00,EXPANSION,1.20,0.0
3673,60034.44,0.00,EXPANSION,1.09,0.0
3674,60841.67,0.00,EXPANSION,1.16,0.0
3675,61452.89,0.00,EXPANSION,1.21,0.0
3676,61584.85,0.00,EXPANSION,1.23,0.0
3677,61596.79,0.00,EXPANSION,1.23,0.0
3678,61678.51,0.00,EXPANSION,1.26,0.0
3679,62452.44,0.00,EXPANSION,1.62,0.0
3680,61915.05,-0.86,EXPANSION,1.50,0.0
3681,62578.54,0.00,EXPANSION,1.55,0.0
3682,62135.89,-0.71,EXPANSION,1.41,0.0
3683,60309.68,-3.63,EXPANSION,1.22,0.0
3684,60118.33,-3.93,EXPANSION,1.22,0.0
3685,60471.58,-3.37,EXPANSION,1.30,0.0
3686,62118.97,-0.73,EXPANSION,1.47,0.0
3687,61952.59,-1.00,EXPANSION,1.42,0.0
3688,62539.80,-0.06,EXPANSION,1.47,0.0
3689,62286.79,-0.47,CONTRACTION,1.43,0.0
3690,61697.46,-1.41,EXPANSION,1.38,0.0
3691,61760.65,-1.31,EXPANSION,1.38,0.0
3692,61886.93,-1.11,EXPANSION,1.40,0.0
3693,62801.54,0.00,EXPANSION,1.43,0.0
3694,61328.78,-2.35,EXPANSION,1.27,0.0
3695,60874.26,-3.07,EXPANSION,1.19,0.0
3696,61616.65,-1.89,EXPANSION,1.24,0.0
3697,62229.36,-0.91,EXPANSION,1.31,0.0
3698,62280.21,-0.83,EXPANSION,1.32,0.0
3699,62515.93,-0.45,EXPANSION,1.36,0.0
3700,62648.79,-0.24,EXPANSION,1.38,0.0
3701,63223.99,0.00,EXPANSION,1.40,0.0
3702,63312.11,0.00,EXPANSION,1.41,0.0
3703,62924.59,-0.61,EXPANSION,1.34,0.0
3704,62827.28,-0.77,EXPANSION,1.43,0.0
3705,62870.75,-0.70,EXPANSION,1.43,0.0
3706,62919.83,-0.62,EXPANSION,1.44,0.0
3707,62419.71,-1.41,EXPANSION,1.49,0.0
3708,60693.18,-4.14,EXPANSION,1.34,0.0
3709,61379.31,-3.05,EXPANSION,1.43,0.0
3710,60280.03,-4.79,EXPANSION,1.43,0.0
3711,60550.22,-4.36,EXPANSION,1.45,0.0
3712,60454.89,-4.51,EXPANSION,1.42,0.0
3713,60669.94,-4.17,EXPANSION,1.34,0.0
3714,61866.52,-2.28,EXPANSION,1.66,0.0
3715,61300.06,-3.18,EXPANSION,1.55,0.0
3716,61503.07,-2.86,EXPANSION,1.45,0.0
3717,60236.04,-4.86,EXPANSION,1.39,0.0
3718,59489.94,-6.04,EXPANSION,1.30,0.0
3719,59604.14,-5.86,EXPANSION,1.32,0.0
3720,59469.43,-6.07,EXPANSION,1.34,0.0
3721,58597.67,-7.45,EXPANSION,1.43,0.0
3722,58367.16,-7.81,EXPANSION,1.35,0.0
3723,58672.69,-7.33,EXPANSION,1.33,0.0
3724,57219.93,-9.62,EXPANSION,1.16,0.0
3725,57237.04,-9.60,EXPANSION,1.06,0.0
3726,57213.62,-9.63,EXPANSION,1.05,0.0
3727,57328.33,-9.45,EXPANSION,1.08,0.0
3728,58225.79,-8.03,EXPANSION,1.11,0.0
3729,58482.59,-7.63,EXPANSION,1.17,0.0
3730,59152.81,-6.57,EXPANSION,1.18,0.0
3731,59192.26,-6.51,EXPANSION,1.22,0.0
3732,59504.71,-6.01,EXPANSION,1.29,0.0
3733,59501.23,-6.02,EXPANSION,1.29,0.0
3734,59477.66,-6.06,EXPANSION,1.28,0.0
3735,59134.70,-6.60,EXPANSION,1.17,0.0
3736,59618.99,-5.83,EXPANSION,1.23,0.0
3737,60017.98,-5.20,EXPANSION,1.36,0.0
3738,60140.06,-5.01,EXPANSION,1.38,0.0
3739,60039.12,-5.17,EXPANSION,1.47,0.0
3740,60033.03,-5.18,EXPANSION,1.48,0.0
3741,60093.00,-5.08,EXPANSION,1.49,0.0
3742,60064.48,-5.13,EXPANSION,1.47,0.0
3743,60227.75,-4.87,EXPANSION,1.46,0.0
3744,60516.24,-4.42,EXPANSION,1.49,0.0
3745,60703.81,-4.12,EXPANSION,1.74,0.0
3746,59793.97,-5.56,EXPANSION,2.03,0.0
3747,59795.45,-5.55,EXPANSION,2.03,0.0
3748,59684.79,-5.73,EXPANSION,2.06,0.0
3749,59440.71,-6.11,EXPANSION,2.10,0.0
3750,59207.62,-6.48,EXPANSION,2.15,0.0
3751,58551.24,-7.52,EXPANSION,1.79,0.0
3752,59013.22,-6.79,EXPANSION,2.00,0.0
3753,59750.08,-5.63,EXPANSION,1.96,0.0
3754,59762.92,-5.61,EXPANSION,1.94,0.0
3755,59777.71,-5.58,EXPANSION,1.96,0.0
3756,60223.95,-4.88,EXPANSION,2.00,0.0
3757,60513.39,-4.42,EXPANSION,2.03,0.0
3758,60580.33,-4.31,EXPANSION,2.07,0.0
3759,60559.80,-4.35,EXPANSION,2.06,0.0
3760,60706.16,-4.12,EXPANSION,2.08,0.0
3761,60733.56,-4.07,EXPANSION,2.08,0.0
3762,60735.39,-4.07,EXPANSION,2.08,0.0
3763,60213.56,-4.89,EXPANSION,1.99,0.0
3764,60225.85,-4.87,EXPANSION,1.91,0.0
3765,59907.31,-5.38,EXPANSION,1.81,0.0
3766,59973.21,-5.27,EXPANSION,1.69,0.0
3767,60979.02,-3.69,EXPANSION,1.81,0.0
3768,61014.15,-3.63,EXPANSION,1.82,0.0
3769,61057.09,-3.56,EXPANSION,1.83,0.0
3770,61961.26,-2.13,EXPANSION,1.91,0.0
3771,62459.51,-1.35,EXPANSION,1.99,0.0
3772,62093.66,-1.92,EXPANSION,1.94,0.0
3773,61993.52,-2.08,EXPANSION,1.93,0.0
3774,62455.83,-1.35,EXPANSION,1.90,0.0
3775,62448.96,-1.36,EXPANSION,1.90,0.0
3776,62472.93,-1.33,EXPANSION,1.92,0.0
3777,62986.00,-0.52,EXPANSION,1.95,0.0
3778,63005.68,-0.48,EXPANSION,1.90,0.0
3779,63248.93,-0.10,EXPANSION,1.93,0.0
3780,63351.50,0.00,EXPANSION,1.92,0.0
3781,63558.97,0.00,EXPANSION,1.92,0.0
3782,63515.28,-0.07,EXPANSION,1.89,0.0
3783,63364.13,-0.31,EXPANSION,1.88,0.0
3784,63251.17,-0.48,EXPANSION,1.81,0.0
3785,62473.99,-1.71,EXPANSION,1.62,0.0
3786,63582.99,0.00,EXPANSION,1.76,0.0
3787,64007.77,0.00,EXPANSION,1.79,0.0
3788,64256.91,0.00,EXPANSION,1.85,0.0
3789,64213.32,-0.07,EXPANSION,1.85,0.0
3790,63930.83,-0.51,EXPANSION,1.78,0.0
3791,64080.28,-0.27,EXPANSION,1.78,0.0
3792,65316.98,0.00,EXPANSION,1.89,0.0
3793,66410.36,0.00,EXPANSION,2.00,0.0
3794,65534.89,-1.32,EXPANSION,1.87,0.0
3795,63338.62,-4.63,EXPANSION,1.46,0.0
3796,62698.27,-5.59,EXPANSION,1.37,0.0
3797,62495.47,-5.90,EXPANSION,1.34,0.0
3798,62325.46,-6.15,EXPANSION,1.31,0.0
3799,62722.61,-5.55,EXPANSION,1.31,0.0
3800,61405.99,-7.54,EXPANSION,1.16,0.0
3801,59055.36,-11.08,EXPANSION,0.84,0.0
3802,61864.64,-6.84,EXPANSION,1.18,0.0
3803,61692.21,-7.10,EXPANSION,1.16,0.0
3804,61827.35,-6.90,EXPANSION,1.16,0.0
3805,62740.93,-5.53,EXPANSION,1.21,0.0
3806,62238.81,-6.28,EXPANSION,1.13,0.0
3807,62473.95,-5.93,EXPANSION,1.13,0.0
3808,61242.94,-7.78,EXPANSION,1.01,0.0
3809,61967.34,-6.69,EXPANSION,1.05,0.0
3810,62093.78,-6.50,EXPANSION,1.06,0.0
3811,61959.16,-6.70,EXPANSION,1.04,0.0
3812,61966.81,-6.69,EXPANSION,0.96,0.0
3813,61376.74,-7.58,EXPANSION,0.89,0.0
3814,61892.69,-6.80,EXPANSION,0.91,0.0
3815,62011.70,-6.62,EXPANSION,0.92,0.0
3816,62836.74,-5.38,EXPANSION,1.03,0.0
3817,62836.50,-5.38,EXPANSION,1.04,0.0
3818,62787.36,-5.46,EXPANSION,1.03,0.0
3819,62137.61,-6.43,EXPANSION,0.90,0.0
3820,62546.81,-5.82,EXPANSION,0.99,0.0
3821,63530.78,-4.34,EXPANSION,1.09,0.0
3822,63098.40,-4.99,EXPANSION,1.04,0.0
3823,62720.36,-5.56,EXPANSION,1.05,0.0
3824,62884.15,-5.31,EXPANSION,1.07,0.0
3825,62701.83,-5.58,EXPANSION,1.06,0.0
3826,63299.40,-4.68,EXPANSION,1.06,0.0
3827,61112.03,-7.98,EXPANSION,0.74,0.0
3828,62304.59,-6.18,EXPANSION,0.85,0.0
3829,61060.89,-8.06,EXPANSION,0.68,0.0
3830,60150.12,-9.43,EXPANSION,0.61,0.0
3831,60032.34,-9.60,EXPANSION,0.59,0.0
3832,59852.80,-9.87,EXPANSION,0.57,0.0
3833,61094.19,-8.01,EXPANSION,0.67,0.0
3834,61663.59,-7.15,EXPANSION,0.76,0.0
3835,61589.01,-7.26,EXPANSION,0.70,0.0
3836,60528.25,-8.86,EXPANSION,0.57,0.0
3837,60085.70,-9.52,EXPANSION,0.54,0.0
3838,60117.91,-9.48,EXPANSION,0.54,0.0
3839,60323.28,-9.17,EXPANSION,0.55,0.0
3840,61314.54,-7.67,EXPANSION,0.69,0.0
3841,61420.97,-7.51,EXPANSION,0.71,0.0
3842,60040.93,-9.59,EXPANSION,0.53,0.0
3843,59400.89,-10.55,EXPANSION,0.42,0.0
3844,58944.94,-11.24,EXPANSION,0.36,63.6
3845,58851.55,-11.38,EXPANSION,0.35,63.6
3846,58805.77,-11.45,EXPANSION,0.33,63.6
3847,59275.99,-10.74,EXPANSION,0.35,63.6
3848,59210.91,-10.84,EXPANSION,0.34,63.6
3849,59465.17,-10.46,EXPANSION,0.34,63.6
3850,58811.70,-11.44,EXPANSION,0.23,63.6
3851,58564.57,-11.81,CONTRACTION,0.21,63.6
3852,58563.55,-11.82,CONTRACTION,0.21,63.6
3853,58543.67,-11.85,CONTRACTION,0.22,63.6
3854,58379.03,-12.09,CONTRACTION,0.19,63.6
3855,59159.34,-10.92,EXPANSION,0.25,63.6
3856,59371.99,-10.60,EXPANSION,0.24,63.6
3857,59226.16,-10.82,EXPANSION,0.22,63.6
3858,59228.49,-10.81,EXPANSION,0.24,63.6
3859,59248.11,-10.78,EXPANSION,0.24,63.6
3860,59339.99,-10.65,EXPANSION,0.24,63.6
3861,59395.60,-10.56,EXPANSION,0.28,63.6
3862,59570.88,-10.30,EXPANSION,0.31,63.6
3863,60257.10,-9.27,EXPANSION,0.40,63.6
3864,60306.56,-9.19,EXPANSION,0.47,63.6
3865,48980.43,-26.25,EXPANSION,-0.41,63.6
3866,48760.62,-26.58,EXPANSION,-0.43,63.6
3867,49120.80,-26.03,EXPANSION,-0.41,63.6
3868,48608.08,-26.81,EXPANSION,-0.51,63.6
3869,48641.75,-26.76,EXPANSION,-0.50,63.6
3870,49342.35,-25.70,EXPANSION,-0.47,63.6
